ObjectID,LATITUDE,LONGITUDE,LOC_DOCK,NAV_UNIT_ID,NAV_UNIT_GUID,UNLOCODE,NAV_UNIT_NAME,FAC_TYPE,DATA_RECORD_STATUS,LOCATION_DESCRIPTION,STREET_ADDRESS,CITY_OR_TOWN,STATE,ZIPCODE,COUNTY_NAME,COUNTY_FIPS_CODE,CONGRESS,CONGRESS_FIPS,TOWS_LINK_NUM,TOWS_MILE,WTWY,WTWY_NAME,PORT,PORT_NAME,PSA,PSA_NAME,MILE,BANK,OPERATORS,OWNERS,PURPOSE,HIGHWAY_NOTE,RAILWAY_NOTE,COMMODITIES,CONSTRUCTION,MECHANICAL_HANDLING,REMARKS,VERTICAL_DATUM,DEPTH_MIN,DEPTH_MAX,BERTHING_LARGEST,BERTHING_TOTAL,DECK_HEIGHT_MIN,DECK_HEIGHT_MAX,PARENT_OR_CHILD,SERVICE_INITIATION_DATE,x,y
14900,52.938045,-168.867516,96070-300,026L,2536,IKO,NIKOLSKI VILLAGE,Dock,Validated for TOWS,,,NIKOLSKI,AK,99638,Aleutians West,16,116,00,8198,0,4948,"Umnak Island, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-168.867516,52.938045
14959,59.036538,-158.466154,96390-100,02F6,2828,,ANCHORAGE,Anchorage,Validated for TOWS,,,,AK,,Dillingham,70,116,00,8314,0,4846,"Dillingham Harbor, AK",4875.00,"Dillingham, AK",,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Primary Non-Ferrous Metal Products;Fabricated Metal Prods. | All Manufactured Equipment, Machinery and Products",,,,,,,,,,,,01-JAN-1990,-158.466154,59.0365380000001
14960,59.021572,-158.189897,96395-600,02FF,2837,DLG,WOOD RIVER,,Validated for TOWS,,,DILLINGHAM,AK,99576,Dillingham,70,112,00,8224,18,4879,"Nushagak River, AK",,,,,18,,,,,,,,,,,,,,,,,,,01-JAN-1990,-158.189897,59.021572
14961,59.009175,-158.502158,96395-100,02F9,2831,CLP,ANCHORAGE,Anchorage,Validated for TOWS,,,CLARKS POINT,AK,99569,Dillingham,70,112,00,8224,0,4879,"Nushagak River, AK",,,,,0,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases",,,,,,,,,,,,01-JAN-1990,-158.502158,59.009175
14962,59.018451,-158.469067,96395-211,02FB,2833,CLP,EKUK VILLAGE,Dock,Validated for TOWS,,,CLARKS POINT,AK,99569,Dillingham,70,112,00,8224,2,4879,"Nushagak River, AK",,,,,2,,,,,,,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",,,,,,,,,,,,01-JAN-1990,-158.469067,59.018451
15122,57.779097,-135.21958,94820-250,00QC,828,TKE,TENAKEE SPRINGS VILLAGE,Anchorage,Validated for TOWS,,,TENAKEE SPRINGS,AK,99841,,105,116,00,8055,123,4788,"Chatham Strait, AK",,,,,123,,,,,,,"Units (Ferried Autos, Passengers, Railway Cars) | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | Paper & Allied Products | Buildi",,,,,,,,,,,,01-JAN-1990,-135.21958,57.779097
15130,55.129167,-131.58444,93807-110,0UM8,33090,MTM,"METLAKATLA NEW HARBOR, FLOATS 1-4",Dock,Validated for TOWS and Public,"Southerly shore of Port Chester Bay, Metlakatla, approximately 1,800 feet west of Village Point.",,Metlakatla,AK,99926,Prince of Wales-Outer Ketchikan,201,112,00,8102,0,4832,"Metlakatla Harbor, AK",4878.00,"Metlakatla, AK",,,0,L,Current Operator: City of Metlakatla. Phone: 907-886-4646 FAX: 907-886-7997,Current Owner: State of Alaska.,Mooring commercial vessels and recreational craft.,"Via Western Avenue, asphalt, 24 feet wide.",None.,"Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Two stone breakwaters forming basin with 512- by 8-foot longitudinal float fronting shore at rear; and four parallel, foam-filled concrete floats with 65- by 6-foot steel ramps extending from two 97- by 12-foot steel pile, concrete-decked approaches. ",None.,Berthing space at Small-Boat Harbor has capacity for  approximately one-hundred-and-fifty-five vessels. ,MLLW (Mean Lower Low Water),9,15,62,6200,,,,01-JAN-1990,-131.58444,55.1291670000001
15131,55.124167,-131.5575,93807-187,0Z23,38219,MTM,"CITY OF METLAKATLA, FUEL TRANSFER DOCK",Dock,Validated for TOWS and Public,"Southerly shore of Port Chester Bay, Metlakatla,  approximately 4,400 feet southeast of Village Point.",,Metlakatla,AK,99926,Prince of Wales-Outer Ketchikan,201,112,00,8102,0,4832,"Metlakatla Harbor, AK",4878.00,"Metlakatla, AK",,,0,L,Current Operator: Annette Island Gas Services and Metlakatla Power and Light. Phone: 907-886-7851 FAX: 907-886-7855,Current Owner: City of Metlakatla.,Receipt of petroleum products by barge.,"Via plant  road, unpaved, 20 feet wide; from Walden Point Road, asphalt, 24 feet wide.",None.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Other Chemicals and Related Products | Primary Non-Ferrous Metal Products;Fabricated Metal Prods.",Perpendicular row of three steel dolphins at natural bank.,None.,"Annette Island Gas Services:  One 2-inch petroleum- product pipeline extends from wharf to three steel stor- age tanks at rear; total capacity 1,550 barrels.
Metlakatla Power and Light:  One 4-inch petroleum-product pipeline extends from wharf to eight steel storage tanks at rear; total capacity 9,500 barrels.",MLLW (Mean Lower Low Water),15,15,200,200,,,,12-JUN-1995,-131.5575,55.1241670000001
15132,55.128333,-131.56861,93807-180,0UMC,33094,MTM,METLAKATLA CITY DOCKS,Dock,Validated for TOWS and Public,"Southerly shore of Port Chester Bay, Metlakatla,  approximately 2,000 feet southeast of Village Point.",,Metlakatla,AK,99926,Prince of Wales-Outer Ketchikan,201,112,00,8102,0,4832,"Metlakatla Harbor, AK",4878.00,"Metlakatla, AK",,,0,L,,Current Owner and Operator: City of Metlakatla. Phone: 907-886-4646 FAX: 907-886-7997,Mooring cruise ships.,"Via plant road, asphalt-and-gravel, various widths; from Tait Street, asphalt, 24 feet wide.",None.,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Timber pile, timber-decked offshore wharf with 120- by 25-foot timber-roadway approach.",None.,"Southeast side of wharf serves as breasting platform for adjacent Boyer Alaska Barge Lines, Inc., Metlakatla City Barge Ramp (Ref. No. 7).",MLLW (Mean Lower Low Water),35,35,400,400,26,26,,01-JAN-1990,-131.56861,55.1283330000001
15133,55.118056,-131.54694,93807-190,0UME,33096,MTM,"STATE OF ALASKA, METLAKATLA FERRY TERMINAL DOCK",Dock,Validated for TOWS and Public,"Southerly shore of Port Chester Bay, Metlakatla,  approximately 1.5 miles southeast of Village Point.",,Metlakatla,AK,99926,Prince of Wales-Outer Ketchikan,201,112,00,8102,0,4832,"Metlakatla Harbor, AK",4878.00,"Metlakatla, AK",,,0,L,,"Current Owner and Operator: State of Alaska, Department of Transportation and Public Facilities.",Landing for passenger-and-vehicular ferry.,"Via plant road, unpaved, 20 feet wide; from Walden Point Road, asphalt, 24 feet wide.",None.,"Units (Ferried Autos, Passengers, Railway Cars)","Steel-float-supported steel truss, steel-grating-decked transfer bridge with five steel-breasting dolphins in line with face.  Wharf fronted by timber-fender system.",None.,"At time of survey (2002), plans called for construction of a new 181-foot ferry capable of transporting one- hundred-and-forty-nine passengers with eighteen vehicles between Metlakatla and Ketchikan (ferries currently only operate to Ketchikan).  Parking lot, terminal building, and staging area is located at rear.",MLLW (Mean Lower Low Water),24,24,280,280,,,,01-JAN-1990,-131.54694,55.1180560000001
15134,55.343333,-131.65083,93810-148,0UNJ,33134,KTN,"CITY OF KETCHIKAN, HANSEN FLOAT (BERTH 3)",Dock,Validated for TOWS and Public,"Left bank, Tongass Narrows, Ketchikan, at east side of foot of Cedar Street extended.",,Ketchikan,AK,99901,Ketchikan Gateway,130,113,00,8103,4,4770,"Tongass Narrows, AK",4827.00,"Ketchikan, AK",,,4,Left,Current Operator: City of Ketchikan. Phone: 907-228-5632 FAX: 907-247-3610,Current Owner: State of Alaska.,Handling supplies to and from various types of small vessels; mooring vessels.,"Via Water Street, asphalt, 20 feet wide (east-bound lane).",None.,,"Timber pile, timber-decked wharf with concrete float moored to steel piles with 65- by 6-foot covered gangway extending from adjacent wharf.",None.,"Wharf is in line and contiguous with adjacent Port of Ketchikan, Berth 2 Wharf on opposite side (Ref. No. 27) providing for an additional 290 feet of berthing space.
A 3-foot-wide steel catwalk on top of float provides access to steel-mooring dolphins at adjacent Berth 2 Wharf.",MLLW (Mean Lower Low Water),35,35,290,290,,,,01-JAN-1990,-131.65083,55.343333
15135,56.416667,-132.34944,93819-114,0UKW,33044,WRG,"CITY OF WRANGELL, SHOEMAKER BAY HARBOR FLOATS",Dock,Validated for TOWS and Public,"Easterly side of Zimovia Strait, Wrangell,  approximately 4 miles south.",,Wrangell,AK,99929,Wrangell-Petersburg,280,112,00,8169,0,4802,"Wrangell Harbor, AK",4795.00,"Wrangell, AK",,,0,East,Current Operator: City of Wrangell. Phone: 907-874-3736 FAX: 907-874-3197,Current Owner: State of Alaska.,Mooring commercial vessels and recreational craft.,"Via driveway, unpaved, various widths; from Zimovia Highway, concrete, 24 feet wide.",None.,,"Five parallel, foam-filled concrete floats extending from one 616- by 8-foot float fronting shore at rear, with one
50- by 6-foot gangway from south side of a 100- by 12-foot steel pile, concrete-decked pier approach and one 75- by 6-foot covered gangway from north side of a 75- by 12-foot pier approach.","One 2-ton, electric-hydraulic mast-and-boom derrick with 20-foot boom at grid pier.","Small-Boat Harbor has berthing space for approximately two-hundred-and-fifty-nine vessels.  Float A (304- by 8-foot with 48- to 62-foot stalls) and Float B (288- by 8-foot float with 40-foot stalls) join connecting float with 20-foot stalls at shore side.  Two steel grids are located on northeast side of floats adjacent to steel pile, timber-decked pier.",MLLW (Mean Lower Low Water),15,15,30,10360,,,,01-JAN-1990,-132.34944,56.4166670000001
15136,55.202222,-132.82333,93823-500,0ULH,33065,HYG,CITY OF HYDABURG PIER,Dock,Validated for TOWS and Public,"Northerly bank of Sukkwan Strait, Hydaburg. ",,Hydaburg,AK,99922,Prince of Wales-Outer Ketchikan,201,112,00,8016,0,4885,"Hydaburg, AK",4885.00,"Hydaburg, AK",,,0,North,,Current Owner and Operator: City of Hydaburg. Phone: 907-285-3721 FAX: 907-285-3944,Mooring vessels; and landing for seaplanes.,"Via plant road, unpaved, 24 feet wide; from Main Street, asphalt, various widths.",None.,"Forest Products, Lumber, Logs, Woodchips","Concrete pile, concrete-decked offshore wharf, fronted by timber-fender system; and one 75- by 40-foot timber float on northwest side of approach used as landing pad for seaplanes.",Stevedore rental equipment is available as required.,"Additional berthing space is available at rear of face on each side of approach, with steel buildings at inner end of each side of approach used as transit sheds.  Ice plant on wharf was not used at time of survey (2002).",MLLW (Mean Lower Low Water),14,14,150,150,20,20,,01-JAN-1990,-132.82333,55.2022220000001
15137,55.478056,-133.15222,93824-112,0Z2F,38231,CGA,"CITY OF CRAIG, PETRO MARINE FUEL DOCK",Dock,Validated for TOWS and Public,"Southerly side of Klawock Inlet, Craig, at east side of foot of Third Street extended.",,Craig,AK,,Prince of Wales-Outer Ketchikan,201,112,00,8019,0,4834,"Craig Harbor, AK",4869.00,"Craig, AK",,,0,South,,Current Owner and Operator: City of Craig. Phone: 907-826-3404/3275 FAX: 907-826-3278,Mooring vessels.,"Via Front Street, asphalt, 24 feet wide; from Water Street, asphalt, 24 feet wide.",None.,"Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases","Timber pile, timber-decked offshore wharf with 50- by 12-foot float on west side of approach.  Wharf has one 
330- by 10-foot approach from shore.",None.,Building on wharf was not used at time of survey (2002).,MLLW (Mean Lower Low Water),20,20,100,100,20,20,,01-JAN-1990,-133.15222,55.478056
15138,55.540278,-133.10777,93826-400,0UM3,33085,KLW,"VIKING LUMBER CO., KLAWOCK WHARF",Dock,Validated for TOWS and Public,"Easterly side of Klawock Inlet, Klawock, at south side of Klawock Island.",,Klawock,AK,99925,Prince of Wales-Outer Ketchikan,201,112,00,8020,0,4886,"Klawock Harbor, AK",,,,,0,East,,"Current Owner and Operator: Viking Lumber Co., Inc. Phone: 907-755-8880 FAX: 907-755-8888",Shipment of wood chips and lumber.,"Via driveway, unpaved, various widths; from Craig- Klawock Highway, dual lane, each asphalt, 24 feet wide.",None.,"Forest Products, Lumber, Logs, Woodchips","Timber-capped steel pile, steel-decked offshore wharf with two steel-pile breasting dolphins on south side in line with face.  Wharf, fronted by timber-fender system, has one 120- by 60-foot approach.","One 24-inch, electric wood-chip loader with 60-foot outboard reach, loading rate 100 bdu per hour; and two 25-ton, diesel, log-handling lift trucks. One 20-ton, diesel mobile crane with 80-foot boom.  Storage area serves one 10- and two 9-ton, diesel forklift trucks.","Open storage area at rear has capacity for approximately 25,000,000 board feet of logs and lumber, with additional leased area of 15,000,000 board feet.",MLLW (Mean Lower Low Water),42,42,900,900,22,22,,01-JAN-1990,-133.10777,55.5402780000001
15139,55.554167,-133.10972,93826-410,0ZF7,38665,KLW,KLAWOCK LUMBER DOCK,Dock,Validated for TOWS and Public,"Easterly side of Klawock Inlet, City of Klawock, at west side of Klawock Island.",,Klawock,AK,99925,Prince of Wales-Outer Ketchikan,201,112,00,8020,0,4886,"Klawock Harbor, AK",,,,,0,East,Current Operator: Klawock Island Dock Co. Phone: 907-225-9444 FAX: 907-225-5736,Current Owner: Klawock Heenya Corp.,Occasional shipment of logs.,"Via driveway, unpaved, various widths; from Craig- Klawock Highway, dual lane, each asphalt, 24 feet wide.",None.,"Other Chemicals and Related Products | Forest Products, Lumber, Logs, Woodchips | All Manufactured Equipment, Machinery and Products","Concrete-capped steel pile, steel-decked wharf; fronted by rubber-cushioned steel-and-timber fender system.","Logs are loaded using ship's gear, with several log- handling lift trucks available as required.","Open storage area has capacity for approximately 8,000,000 board feet of logs and lumber, with additional log ponds at rear.",MLLW (Mean Lower Low Water),37,37,440,440,19,19,,14-JUN-1995,-133.10972,55.5541670000001
15140,55.551389,-133.09888,93826-500,0UM4,33086,KLW,KLAWOCK HARBOR FLOATS AND SEAPLANE BASE,Dock,Validated for TOWS and Public,"Easterly side of Klawock Inlet and City of Klawock, east of Klawock Island.",,Klawock,AK,99925,Prince of Wales-Outer Ketchikan,201,112,00,8020,0,4886,"Klawock Harbor, AK",4903.00,"Klawock, AK",,,0,East,Current Operator: City of Klawock. Phone: 907-225-,Current Owner: State of Alaska.,Mooring commercial vessels and recreational craft; landing for seaplanes.,"Via Bayview Boulevard, asphalt, 15 feet wide.",None.,"Forest Products, Lumber, Logs, Woodchips","One 130- by 10-foot longitudinal float; and two parallel timber floats moored to steel-and-timber piles, with 
150- by 12-foot timber, and 50- by 6-foot steel-ramp approaches.",None.,Small-Boat Harbor has berthing space for approximately forty-five vessels.  One 36- by 48-foot timber float at north end of Float 1 is used as landing for seaplanes.,MLLW (Mean Lower Low Water),34,34,396,3632,,,,01-JAN-1990,-133.09888,55.551389
15141,56.81056,-132.96194,93846-095,0QD6,28192,PSG,"CITY OF PETERSBURG, SOUTH HARBOR FLOATS",Dock,Validated for TOWS,,,PETERSBURG,AK,99833,Wrangell-Petersburg,280,113,00,8036,0,4804,"Wrangell Narrows, AK",4826.00,"Petersburg, AK",,,0,,,,,,,Fish,,,,,,,,,,,Parent,14-JUN-1995,-132.96194,56.8105600000001
15142,56.775644,-132.966929,93846-101,0UKM,33035,PSG,"ALASKA MARINE LINES, PETERSBURG DOCK",Dock,Validated for TOWS and Public,"Easterly side of Wrangell Narrows, Petersburg, at eastern shore of Scow Bay.",,Petersburg,AK,99833,,195,116,00,8036,4,4804,"Wrangell Narrows, AK",4826.00,"Petersburg, AK",,,4,East,"Current Operator: Alaska Marine Lines and Northland Services, Inc. Phone: 907/772-4234 FAX: 907-772-9318",Current Owner: Alaska Marine Lines.,Receipt and shipment of containerized general cargo.,"Via driveway, asphalt, various widths; from Mitkof Highway, asphalt, 24 feet wide.",None.,"Units (Ferried Autos, Passengers, Railway Cars) | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents | Petroleum Products NEC | Fertilizers | Other Chemicals and","Steel pile, concrete-decked pier with three steel- and one timber-breasting dolphins in line with face.  Wharf fronted by timber-fender system.","Alaska Marine Lines: Company-owned stevedore equipment  available as required, with one 45- and one 30-ton, diesel forklift trucks serving open storage area. 
Northland Services, Inc.: Company-owned stevedore equipment available as required, with one 33-ton, diesel forklift truck serving open storage area.","Alaska Marine Lines:  Approximately 3 acres of paved-and-
unpaved open storage area is located at rear.
Northland Services, Inc.:  Approximately 1 acre of paved open storage area is located at rear.
Face of pier is in line with adjacent, company-owned Petersburg Transfer Bridge, on the other side.",MLLW (Mean Lower Low Water),14,14,400,400,20,20,,01-JAN-1990,-132.966929,56.7756440000001
15143,56.808611,-132.97611,93846-104,0UJJ,32998,PSG,"STATE OF ALASKA, PETERSBURG FERRY TERMINAL DOCK",Dock,Validated for TOWS and Public,"Easterly side of Wrangell Narrows, Petersburg,  at north side of foot of Skylark Way.",1100 South Nordic Drive.,Petersburg,AK,99833,Wrangell-Petersburg,280,112,00,8036,2,4804,"Wrangell Narrows, AK",4826.00,"Petersburg, AK",,,2,East,,"Current Owner and Operator: State of Alaska, Department of Transportation and Public Facilities. Phone: 907/772-3855",Landing for passenger-and-vehicular ferry.,"Via South Nordic Drive, asphalt, 30 feet wide.",None.,"Units (Ferried Autos, Passengers, Railway Cars)","One 60- by 24-foot steel-float-supported steel truss, steel-grating-decked transfer bridge with four steel- breasting dolphins on each side in line with face, connected at rear by steel catwalks.",None.,Terminal building with paved parking lot and staging area is located at rear.,MLLW (Mean Lower Low Water),28,28,600,600,,,,01-JAN-1990,-132.97611,56.808611
15144,56.81,-132.97194,93846-106,0UJL,33000,PSG,"HARBOR ENTERPRISES, D.B.A. PETRO MARINE SERVICES PETERSBURG WHARF",Dock,Validated for TOWS and Public,"Easterly side of Wrangell Narrows, Petersburg, at south of foot of Tango Street extended.",107-115 Dock Street.,Petersburg,AK,99833,Wrangell-Petersburg,280,112,00,8036,1,4804,"Wrangell Narrows, AK",4826.00,"Petersburg, AK",,,1,East,"Current Operator: Harbor Enterprises, Inc., dba Petro Marine Services; U.S. Coast Guard; and U.S. Forest Service. Phone: 907/772-4251 FAX: 907-772-3380",Current Owner: City of Petersburg.,"Receipt of petroleum products; fueling vessels; and mooring U.S. Coast Guard and U.S. Forest Service vessels.
","Via Dock Street, asphalt, various widths; from South Nordic Drive, asphalt, 30 feet wide.",None.,"Petroleum and Petroleum Products | Gasoline, Jet Fuel, Kerosene | Distillate,Residual & Other Fuel Oils; Lube Oil & Greases | Petroleum Pitches, Coke, Asphalt, Naptha and Solvents","Timber pile, timber-decked offshore wharf with one 252- by 24-foot steel-pipe-pile, concrete-decked approach; and one concrete float with steel-gangway approach extending from north side of wharf, with concrete-and-timber floats extending from south side of approach.","One 1-ton, electric mast-and-boom derrick with 18-foot boom; and one 1/2-ton, electric mast-and-boom derrick with 20-foot boom.","Additional berthing space for small vessels is available at a series of floats on south side of approach.  Six 4-inch, petroleum-product and fuel-oil pipelines extend from wharf to eight steel storage tanks across South Nordic Drive at rear; total capacity 6,000 barrels.  Connections from pipelines serve thirteen hose stations on wharf float. 
U.S. Coast Guard Cutter ""ANACAPA"" has a draft of 6.5 feet; and U.S. Coast Guard Cutter ""ELDERBERRY"" has a draft of 4.75 feet.",MLLW (Mean Lower Low Water),20,20,160,640,27,27,,01-JAN-1990,-132.97194,56.8100000000001
